order_id,title,document_type,court_level,court,court_code,state,judge,judge_role,issued_date,effective_date,amended_date,status,ai_scope,applies_to,case_types,sanctions_language,key_provisions,summary,source_url,source_type,secondary_urls,archive_url,fetched_at,text_sha256,text_excerpt,verification,lead_source,notes,obligations.ai_drafting,obligations.disclose_use,obligations.disclose_tool,obligations.disclose_how_used,obligations.certify_accuracy,obligations.certify_human_review,obligations.certify_confidentiality,obligations.verify_citations,obligations.mark_ai_sections,obligations.retain_prompts,obligations.ai_generated_evidence_disclosure,obligations.ai_recording_in_courtroom,obligations.warning_only
il-cook-ramos-2024-ai-verification,Law Division Standing Order,standing-order,state-trial,"Circuit Court of Cook County, Law Division",,Illinois,Sandra Gisela Ramos,trial-judge,2024-05-30,,,in-force,any-ai,"[""parties""]","[""civil""]","""A failure to do so may result in sanctions.""","[""A party submitting a document, motion, brief, or memorandum must disclose in writing on the submission that AI was used."", ""The written disclosure must also state that the party verified the existence and accuracy of authority cited."", ""Failure to make the AI disclosure and verification may result in sanctions."", ""The order is dated May 30, 2024.""]","Judge Ramos’s Cook County Law Division standing order, dated May 30, 2024, requires a party submitting any document, motion, brief, or memorandum to disclose in writing on the submitted document that AI was used. The party must also state that authority cited has been verified for existence and accuracy.",https://ocj-web-files.s3.us-east-2.amazonaws.com/orders/Law%20-%20Judge%20Ramos%20-%20Standing%20Order%20%28May%2030%2C%202024%29.pdf?VersionId=g6dVsvmsqmjK.QRGq5YLirA6QeNTNigI,court-pdf,[],,2026-09-06,3565f1c830f5547f8bcbd82eaefc58268bcf7061bb643ab3b636104c9813ac31,"""A party submitting any document, motion, brief or memoranda to the Court must disclose in writing on the submitted document that AI was used in the creation of the document ard that the party has verified the existence and accuracy of any authority cited.""",fetched-and-read,"[""court-site-crawl"", ""other""]",OCR was required because the official PDF was scanned; excerpt preserves OCR spelling.,permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
il-cook-cleary-2024-ai-verification,Standing Order – Jury Trials,standing-order,state-trial,"Circuit Court of Cook County, Law Division, Trial Section",,Illinois,Gerald Cleary,trial-judge,,,,in-force,any-ai,"[""parties""]","[""civil""]","""A failure to do so may result in sanctions.""","[""A party submitting a document, motion, brief, or memorandum must disclose in writing on the submission that AI was used."", ""The disclosure must also state that the party verified the existence and accuracy of any authority cited."", ""Failure to provide the disclosure and verification may result in sanctions."", ""The AI provision appears at the start of the jury trial standing order.""]","Judge Cleary’s Cook County Law Division jury trial standing order requires a party submitting any document, motion, brief, or memorandum to disclose in writing on the submitted document that AI was used. The party must also state that the existence and accuracy of any authority cited has been verified.",https://ocj-web-files.s3.us-east-2.amazonaws.com/orders/2024-02-14%20-%20Law%20-%20Cleary%20-%20Standing%20Order%20-%20Jury%20Trials_1.pdf?VersionId=52.h8FUkpiXjregHJvFdSuOJhYBlw9KZ,court-pdf,[],,2026-09-06,3fa28a4f0c6f8414708b55cbcdb7ee285f522fc2e0bc69df72cd94981f0ef453,"""A party submitting any document, motion, brief or memoranda to the Court must disclose in writing on the submitted document that AI was used in the creation of the document and that the party has verified the existence and accuracy of any authority cited.""",fetched-and-read,"[""court-site-crawl"", ""ropes-gray-citation""]","The official file name includes February 14, 2024, but the extracted order text is undated.",permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
il-cook-golden-2024-courtroom-2309-ai-verification,Standing Order for Courtroom 2309,standing-order,state-trial,"Circuit Court of Cook County, Law Division, Trial Section",,Illinois,Jean M. Golden,trial-judge,,,,in-force,any-ai,"[""parties""]","[""civil""]","""Any document that does not comply with this Order may be stricken by the Court.""","[""A party submitting a document, motion, brief, or memorandum must disclose in writing on the submission that AI was used."", ""The same written disclosure must state that the party verified the existence and accuracy of cited authority."", ""The order authorizes the court to strike noncompliant documents."", ""The court may modify the standing order at any time.""]","Judge Golden’s Cook County Law Division standing order for Courtroom 2309 requires a party submitting any document, motion, brief, or memorandum to disclose in writing on the submission that AI was used. The party must also state that cited authority has been verified for existence and accuracy.",https://ocj-web-files.s3.us-east-2.amazonaws.com/orders/Law%20-%20Courtroom%202309%20-%20Golden%20-%20Standing%20Order%20%28Aug%2012%2C%202024%29.pdf?VersionId=9sZ6uAI7IMiGGQPofIDu6mSR_YgtJmYr,court-pdf,[],,2026-09-06,8692abd6aac3e6900b61a504b8b7454590fabb3a3e00c5116d70d86169c6beb1,"""A party submitting any document, motion, brief, or memoranda to the Court must disclose in writing on the submitted document that AI was used in the creation of the document and that the party has verified the existence and accuracy of any authority cited.""",fetched-and-read,"[""court-site-crawl"", ""other""]","The lead name says Courtroom 2039, but the official PDF text and URL identify Courtroom 2309; PDF text is undated, with date appearing in the official file name.",permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
il-supreme-court-2025-ai-policy,Illinois Supreme Court Policy on Artificial Intelligence,policy,state-supreme,Illinois Supreme Court,,Illinois,,,,2025-01-01,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants"", ""parties"", ""judges"", ""court-staff""]","[""all""]",,"[""Illinois courts will be vigilant against AI technologies that jeopardize due process, equal protection, or access to justice."", ""The policy authorizes AI use by litigants, attorneys, judges, judicial clerks, research attorneys, and similar court staff when legal and ethical standards are met."", ""The policy states that disclosure of AI use should not be required in a pleading."", ""Attorneys, judges, and self-represented litigants remain accountable for their final work product."", ""All users must thoroughly review AI-generated content before submitting it in court proceedings.""]","The Illinois Supreme Court policy, effective January 1, 2025, authorizes AI use by litigants, attorneys, judges, judicial clerks, research attorneys, and similar court staff if legal and ethical standards are met. It says pleading disclosure should not be required and requires users to thoroughly review AI-generated content before court submission.",https://ilcourtsaudio.blob.core.windows.net/antilles-resources/resources/e43964ab-8874-4b7a-be4e-63af019cb6f7/Illinois%20Supreme%20Court%20AI%20Policy.pdf,court-pdf,[],,2026-09-06,bfbb85501d82a4e9202543b46af0e48cdf71ba9f8dc1329924d4623aef96ba57,"""The use of AI by litigants, attorneys, judges, judicial clerks, research attorneys, and court staff providing similar support may be expected, should not be discouraged, and is authorized provided it complies with legal and ethical standards.""",fetched-and-read,"[""court-site-crawl"", ""other""]",,permitted-with-conditions,not-required,not-addressed,not-addressed,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
ilnd-fuentes-2025-ai-rule-11-certification,Standing Order for Civil Cases Before Magistrate Judge Fuentes,standing-order,federal-magistrate,United States District Court for the Northern District of Illinois,ilnd,Illinois,Gabriel A. Fuentes,magistrate-judge,,,2024-12-18,in-force,any-ai,"[""attorneys""]","[""civil""]",,"[""The AI section refers counsel to the Illinois Supreme Court policy on artificial intelligence effective January 1, 2025."", ""The court expects that no counsel will submit hallucinated authorities."", ""The court expects counsel to follow Rule 11 of the Federal Rules of Civil Procedure."", ""The court will presume the Rule 11 certification represents that human filers read and analyzed all cited authorities."", ""The order states that the purpose is not to add satellite litigation or extra grounds for accusing parties of violating the standing order.""]","Magistrate Judge Fuentes’s Northern District of Illinois civil standing order, revised in 2024 and referring to the Illinois AI policy effective January 1, 2025, addresses counsel using AI. It expects no hallucinated authorities and treats Rule 11 certification as a human representation that all cited authorities were read and analyzed.",https://www.ilnd.uscourts.gov/_assets/_documents/_forms/_judges/Fuentes/Standing%20order%20for%20civil%20cases%20beofre%20Magistrate%20Judge%20Fuentes%20with%20appendix.pdf,court-pdf,[],,2026-09-06,c05a49917db0447fab4b915271be49365ddebdde6e65f4283789078f6cf0b785,"""The Court will continue to presume that the pre-existing Rule 11 certification is a representation by filers, as living, breathing, thinking human beings, that they themselves have read and analyzed all cited authorities""",fetched-and-read,"[""court-site-crawl"", ""ropes-gray-citation""]",Current official PDF was OCRed. Earlier versions reportedly required GenAI disclosure; this row codes only the current retrieved text.,not-addressed,not-addressed,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
ilnd-johnston-2023-ai-rule-11-reminder,Artificial Intelligence (AI),judge-requirements-page,federal-district,United States District Court for the Northern District of Illinois,ilnd,Illinois,Iain D. Johnston,district-judge,,,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants"", ""all-filers""]","[""civil""]",,"[""The judge-specific page describes the AI provision as a standing order."", ""Counsel and unrepresented parties using AI with filings or discovery must comply with Rule 11(b), Rule 26(g), and other relevant rules."", ""The provision covers pleadings, motions, papers, and discovery requests, responses, or objections."", ""The page cites commentary questioning whether separate disclosure and certification requirements are necessary.""]","Judge Johnston’s Northern District of Illinois judge-requirements page states a standing order on AI for counsel and unrepresented parties. It reminds filers using AI in pleadings, motions, papers, or discovery materials that they must comply with Rule 11(b), Rule 26(g), and any other relevant rule.",https://www.ilnd.uscourts.gov/judge_display.php?LastName=Johnston,uscourts-judge-page,[],,2026-09-06,41235a40691f0af08634b5722f46575382fcb489f3d3cc751d3a6cf4aa7a2cba,"""Anyone—counsel and unrepresented parties alike—using AI in connection with the filing of a pleading, motion, or paper in this Court or the serving/delivering of a request, response, or objection to discovery must comply with Rule 11(b) and Rule 26(g)""",fetched-and-read,"[""court-site-crawl"", ""other""]",The old lead URL returned 404; the current official judge page and print content were fetched and read.,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,True
ilnd-valdez-2026-ai-sanctions-warning,Judge Maria Valdez Requirements,judge-requirements-page,federal-magistrate,United States District Court for the Northern District of Illinois,ilnd,Illinois,Maria Valdez,magistrate-judge,,,,in-force,any-ai,"[""all-filers""]","[""all""]","""Any violations of those rules including, but not limited to, the misuse of artificial intelligence, may result in sanctions.""","[""All pleadings and other papers filed with the court must conform with Federal Rules of Civil Procedure 8, 11, and/or 26(g)."", ""The judge-specific page identifies misuse of artificial intelligence as an example of a violation."", ""Violations of those rules, including AI misuse, may result in sanctions."", ""The warning is displayed on the official magistrate judge page.""]","Magistrate Judge Valdez’s Northern District of Illinois judge-requirements page warns all filers that pleadings and other papers must conform with Federal Rules of Civil Procedure 8, 11, and/or 26(g). It identifies misuse of artificial intelligence as a violation that may result in sanctions.",https://www.ilnd.uscourts.gov/judge_display.php?LastName=Valdez,uscourts-judge-page,[],,2026-09-06,39c278f538c5220402b05c8430c2f5876b4ca56a7ad693705802486269bb6cb6,"""All pleadings and other papers filed with the Court must conform with Federal Rules of Civil Procedure 8, 11, and/or 26(g). Any violations of those rules including, but not limited to, the misuse of artificial intelligence, may result in sanctions.""",fetched-and-read,"[""court-site-crawl""]",,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,True
ilnd-coleman-2026-ai-research-warning,Judge Sharon Johnson Coleman Requirements,judge-requirements-page,federal-district,United States District Court for the Northern District of Illinois,ilnd,Illinois,Sharon Johnson Coleman,district-judge,,,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants"", ""parties""]","[""all""]",,"[""Counsel and unrepresented parties using AI with pleadings, motions, or memoranda must comply with Rule 11(b) and Rule 26(g)."", ""The page prohibits AI-generated legal research containing false or inaccurate propositions."", ""The page also prohibits AI-generated legal research citing non-existent cases."", ""The AI warning appears in the judge-specific requirements page.""]","Judge Coleman’s Northern District of Illinois judge-requirements page addresses counsel and unrepresented parties using AI in connection with pleadings, motions, or memoranda. It requires compliance with Rule 11(b) and Rule 26(g) and prohibits AI-generated legal research containing false or inaccurate propositions or non-existent cases.",https://www.ilnd.uscourts.gov/judge_display.php?LastName=Coleman,uscourts-judge-page,[],,2026-09-06,4c6cf9038ac8c29c1c02b461b0a905d45701e9c110eb800f6247987678e7c415,"""Any party—counsel and unrepresented parties alike— using Artificial Intelligence (“AI”) in connection with the filing of a pleading, motion, or memorandum of law in this Court must comply with Rule 11(b) and Rule 26(g) of the Federal Rules of Civil Procedure.""",fetched-and-read,"[""court-site-crawl""]",,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
in-supreme-court-2026-trial-rule-ai-amendments,"Order Amending Indiana Trial Rules 11, 11.1, and 11.2",local-rule,state-supreme,Indiana Supreme Court,,Indiana,,,,,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants"", ""all-filers""]","[""all""]",,"[""Primary text was not retrieved from the official Indiana rules or orders pages during this crawl; no AI obligations were coded from secondary descriptions.""]","Official Indiana judiciary rules and orders pages were identified for Trial Rule amendments addressing AI-assisted filings, but the primary text could not be retrieved from the local environment during this crawl. This row preserves the official source for follow-up and leaves the AI obligations unaddressed rather than coding from secondary summaries.",https://www.in.gov/courts/public-records/orders/rules/,state-judiciary-site,[],,2026-09-06,,,link-only,"[""court-site-crawl"", ""news-report""]",Primary text was not retrieved from the official source during this crawl; obligations are left not-addressed pending human follow-up. Connections to rules.incourts.gov and in.gov timed out.,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
ia-supreme-court-2026-ai-tools-rules,"Chapter 27, Judicial Use of Artificial Intelligence Tools",administrative-order,state-judiciary-wide,Iowa Supreme Court and Iowa Judicial Branch,,Iowa,,,2026-07-21,2027-01-01,,unknown,any-ai,"[""judges"", ""court-staff""]","[""all""]",,"[""The chapter governs use of AI tools by judicial officers and adjudicative assistants in adjudicative duties."", ""A judicial officer must maintain independent decision-making responsibility and must not delegate or defer to AI work product."", ""Judicial officers and adjudicative assistants must independently verify the accuracy of all factual or legal sources in AI-prepared work product."", ""An adjudicative assistant must obtain judicial-officer approval before using an AI tool for adjudicative duties."", ""AI tools may not be used with judicial case information for adjudicative duties unless approved by the AI innovation and governance committee.""]","The Iowa Supreme Court order filed July 21, 2026, adopts Chapter 27 governing judicial use of AI tools effective January 1, 2027. It covers judicial officers and adjudicative assistants, requires independent decision-making and verification of factual or legal sources, requires assistant disclosure to the judicial officer, and restricts case-information use to approved tools.",https://www.iowacourts.gov/collections/1007/files/2231/embedDocument/,court-pdf,[],,2026-09-06,73ab34cb6c2dcc0376a78cae3edc622858d147039b698e34257b79e8d1fd155a,"""A judicial officer must maintain independent decision-making responsibility and must not delegate responsibility or defer to the work product prepared by use of an artificial intelligence tool""",fetched-and-read,"[""court-site-crawl"", ""news-report""]","The order is adopted but not effective until January 1, 2027; schema has no adopted-not-yet-effective status, so status is coded unknown.",permitted-with-conditions,required,not-addressed,not-addressed,not-addressed,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
iasd-court-2026-ai-litigation-faq,Artificial Intelligence (AI),notice,federal-district,United States District Court for the Southern District of Iowa,iasd,Iowa,,,,,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants"", ""parties""]","[""all""]","""The failure to review and verify accuracy may result in sanctions under Rule 11""","[""The page strongly encourages caution when using AI in litigation because of risks of fabricated cases, holdings, or representations."", ""Litigants are personally responsible for verifying AI-generated material before submitting it to the court."", ""The verification responsibility expressly includes quotations, citations, paraphrased assertions, and legal analysis."", ""The court does not currently require disclosure of AI use in filings, but may require disclosure by order in a specific case."", ""Failure to review and verify accuracy may result in Rule 11 sanctions, monetary penalties, or dismissal.""]","The Southern District of Iowa AI notice permits litigants to use AI to assist legal proceedings but strongly encourages caution. It states that litigants are personally responsible for verifying AI-generated quotations, citations, paraphrased assertions, and legal analysis before submission, and says the court does not currently require disclosure of AI use in filings.",https://www.iasd.uscourts.gov/artificial-intelligence-ai,court-website,[],,2026-09-06,b8ca2f21e14432417ed906b5a9831ec3eba6cc3dd4fc7f46df38181f9ff1e690,"""The Southern District of Iowa does not currently require disclosure regarding the use of AI in court filings. However, the Court could require disclosure via a Court Order should the use of AI become a problem in a specific case.""",fetched-and-read,"[""court-site-crawl"", ""uscourts-search""]",,permitted-with-conditions,not-required,not-addressed,not-addressed,not-addressed,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
ks-supreme-court-2025-ai-committee-order,Kansas Supreme Court Administrative Order 2025-CM-017 Creating Ad Hoc AI Committee,administrative-order,state-supreme,Kansas Supreme Court,,Kansas,Chief Justice Marla Luckert,chief-judge,2025-02-27,2025-02-27,,in-force,any-ai,"[""judges"", ""court-staff"", ""attorneys"", ""parties""]","[""all""]",,"[""News release states the chief justice signed an administrative order creating an AI committee."", ""Committee will study AI use in the judicial branch and recommend internal and external policies."", ""Full PDF order could not be retrieved because kscourts.gov returned 403.""]","Kansas’s judiciary news release reports that Chief Justice Luckert signed Administrative Order 2025-CM-017 creating an Ad Hoc Artificial Intelligence Committee. The committee is charged with studying AI use in the judicial branch and legal system and recommending policies for employees, lawyers, parties, and public users.",https://go.kansascourts.gov/d/jVGf54w56824-tA0b9IJzu1u61e6mJwbAXVmu9LT8w_akN9TXf7QaKeaFSrJBquQucVFSf1X4zqEDvW2brs73g,state-judiciary-site,"[""https://kscourts.gov/Rules-Orders/Orders/Admin-Orders/2025-CM-017"", ""https://kscourts.gov/KSCourts/media/KsCourts/Orders/2025-CM-017.pdf?ext=.pdf""]",,2026-09-06,,,page-read-no-document,"[""court-site-crawl""]","Official order PDF links returned 403; news release/page text was read, not the order PDF.",not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
ksd-court-2026-standing-order-ai-filings,Standing Order 26-01 on Use of Artificial Intelligence in Preparing Court Filings,standing-order,federal-district,U.S. District Court for the District of Kansas,ksd,Kansas,Chief Judge John W. Broomes,chief-judge,2026-01-28,,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants"", ""parties""]","[""civil"", ""criminal""]","""the court may impose a range of sanctions""","[""Filers must review and verify AI-drafted or AI-assisted content."", ""The order expressly includes citations, quotations, legal analysis, and factual background."", ""The court may require a sworn AI-use statement in any case.""]","Chief Judge Broomes’s District of Kansas standing order cautions all lawyers and parties, including pro se litigants, about AI-created false statements and fabricated authorities. It makes filers responsible for reviewing and verifying AI-drafted or assisted content and reserves discretion to require sworn AI-use disclosures.",https://ksd.uscourts.gov/sites/ksd/files/Standing%20Order%2026-01%20Use%20of%20AI.pdf,court-pdf,[],,2026-09-06,87a9f61efa5b2df66efe33174aa1d0afe73e24c19373e7c115802830d9d799ac,"""Litigants are therefore responsible for reviewing and verifying the accuracy of all content filed with this court that was drafted or assisted by an AI tool.""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,required-on-request,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
mdd-court-2026-genai-filings,Standing Order 2026-03: Use of Generative Artificial Intelligence in Court Filings,standing-order,federal-district,United States District Court for the District of Maryland,mdd,Maryland,Chief Judge George L. Russell III,chief-judge,2026-08-05,2026-08-05,,in-force,generative-ai,"[""attorneys"", ""pro-se-litigants""]","[""civil""]","""striking the filing, imposing filing restrictions, monetary sanctions, dismissal""","[""The standing order cites Rule 11 certifications for pleadings, written motions, and other papers."", ""It cautions that lawyers and unrepresented litigants relying on generative AI have filed nonexistent citations and fake quotations."", ""Attorneys and unrepresented parties must verify the accuracy of all filings before submission, especially when relying on AI."", ""The presiding judge may impose Rule 11 sanctions and refer attorneys to the Disciplinary and Admissions Committee.""]","The District of Maryland issued Standing Order 2026-03 on August 5, 2026 for generative AI in court filings. The order cautions attorneys and unrepresented parties to verify all filings before submission and warns that hallucinated citations, quotations, or representations may lead to Rule 11 sanctions.",https://www.mdd.uscourts.gov/sites/mdd/files/2026-03.pdf,court-website,[],,2026-09-06,6e2ef1ee115a165f4607d79931c057649def3a611f1afb6ed21befd640d3a536,"""an attorney or unrepresented party must verify the accuracy of all filings prior to submission, and especially when relying on AI""",fetched-and-read,"[""court-site-crawl""]",OCR file used for coding; pdftotext extraction was poor because the PDF was scanned.,permitted-with-conditions,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
ma-sjc-2026-interim-genai-guidelines,Interim Guidelines for Use of Generative AI,policy,state-judiciary-wide,Massachusetts State Courts,ma-state-courts,Massachusetts,,,,,,in-force,generative-ai,"[""judges"", ""court-staff""]","[""all""]",,"[""The guidelines cover Massachusetts state-court judges, clerks, employees, law clerks, interns, contractors, registers, and recorders."", ""GenAI may not be used for legal research, legal writing, or other legal work at this time."", ""Administrative use is allowed only with approved tools, opt-out settings, and Level 1 Public Data."", ""Users must never rely on GenAI as the sole reference or for final decisions and must independently verify output.""]","The Massachusetts state courts’ interim GenAI guidelines apply to judges, clerks, registers, recorders, employees, law clerks, interns, and contractors. The guidelines state GenAI may not be used for legal research, legal writing, or other legal work, and allow only approved tools for administrative tasks using public data with retention and training safeguards.",https://www.mass.gov/guidance/interim-guidelines-for-use-of-generative-ai,state-judiciary-site,[],,2026-09-06,,"""Can I use GenAI tools to assist with legal research, legal writing, or other legal work? Not at this time.""",fetched-and-read,"[""court-site-crawl""]",Mass.gov page was read through the fetch tool after direct curl returned a 403 challenge.,prohibited,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
mied-court-2023-proposed-ai-disclosure-rule,Notice of Proposed Amendments to Local Rules,proposed-rule,federal-district,United States District Court for the Eastern District of Michigan,mied,Michigan,,,2023-12-08,,,proposed,generative-ai,"[""all-filers""]","[""all""]",,"[""The notice published proposed amendments to Local Rule 5.1 for comment after approval for publication by district judges."", ""The proposed rule defines artificial intelligence and generative artificial intelligence."", ""If generative AI is used to compose or draft a paper presented for filing, the filer must disclose the use."", ""The filer must attest that citations of authority were verified by a human using print volumes or traditional legal databases."", ""The filer must also attest that the language in the paper was checked for accuracy.""]","The Eastern District of Michigan notice dated December 8, 2023, proposed a Local Rule 5.1 amendment requiring filers to disclose use of generative AI to compose or draft any paper presented for filing. It would require an attestation that citations were human-verified with traditional sources and that the paper was checked for accuracy.",https://www.mied.uscourts.gov/PDFFIles/notice_proposed_LocalRules_amendments_12-2023.pdf,court-pdf,[],,2026-09-06,86719e71d88219757ce808465bf2c4faa84c225d317cb7425c1a5d6d3b282f44,"""If generative AI is used to compose or draft any paper presented for filing, the filer must disclose its use and attest that citations of authority have been verified by a human being""",fetched-and-read,"[""court-site-crawl"", ""other""]","A current local-rules package revised November 2025 was also fetched; the AI proposal was not found there, so this row is coded as a proposed rule only.",permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
mn-olpr-2024-generative-ai-ethics-guidance,Ethics Guidance for Generative AI Use,notice,state-judiciary-wide,Minnesota Office of Lawyers Professional Responsibility,,Minnesota,,,2024-09-28,,,in-force,generative-ai,"[""attorneys""]","[""all""]",,"[""The guidance recommends ABA Formal Opinion 512 to Minnesota lawyers because Minnesota generally follows relevant model rules."", ""Lawyers using generative AI must consider obligations including competence, client information, client communication, supervision, meritorious claims, candor to tribunals, and fees."", ""The guidance says lawyers must have a reasonable understanding of generative AI capabilities and limitations before using it."", ""The guidance warns that many generative AI tools may retain inputs and lead to unauthorized disclosure of confidential client information."", ""The guidance says lawyers should review all output incorporated into work product presented to a tribunal for accuracy.""]","The Minnesota Office of Lawyers Professional Responsibility guidance, dated September 28, 2024, advises Minnesota lawyers on generative AI ethics. It recommends ABA Formal Opinion 512, emphasizes competence and confidentiality, discusses client communication and supervision, and says lawyers should review generative AI output incorporated into work product presented to a tribunal for accuracy.",https://olpr.mncourts.gov/wp-content/uploads/2025/11/Ethics-guidance-for-generative-AI-use.pdf,state-judiciary-site,[],,2026-09-06,5006a4e20af1ff704feeae1368b88cd9b2a856fbdeb0494311e11ae113dfec3e,"""You should review all output that is going to be incorporated into work product presented to a tribunal for accuracy, just as you would any other sources you cite.""",fetched-and-read,"[""court-site-crawl""]","Official OLPR ethics guidance article, not a court order or local rule.",permitted-with-conditions,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,True
mnd-court-2025-genai-faq,GenAI FAQ,notice,federal-district,United States District Court for the District of Minnesota,mnd,Minnesota,,,2025-10-01,,,in-force,generative-ai,"[""attorneys"", ""pro-se-litigants"", ""parties""]","[""all""]",,"[""The FAQ defines generative AI and describes common litigation uses such as legal research, drafting, revision, summarization, translation, and presentations."", ""The FAQ states that generative AI cannot check the accuracy of its own responses."", ""The District of Minnesota does not currently require disclosure of AI use in court filings."", ""The FAQ advises users to avoid entering privileged, confidential, or sensitive information when data may be retained or accessed."", ""Users must always use generative AI consistently with ethical obligations, Federal Rules of Civil and Criminal Procedure, and protective orders.""]","The District of Minnesota GenAI FAQ, dated October 1, 2025, describes common generative AI litigation uses and limitations. It states that the court does not currently require disclosure of AI use in filings, gives practice pointers on confidentiality and checking research, and reminds litigants that legal, procedural, ethical, and protective-order obligations still apply.",https://www.mnd.uscourts.gov/sites/mnd/files/GenAI_FAQ.pdf,court-pdf,[],,2026-09-06,095d570b9106f13447940077695cea49aa6cffe50166e73fda71c8a55f3f37c3,"""The District of Minnesota does not currently require disclosure of AI use in court filings. Litigants should be aware, however, of AI-use disclosure requirements in other jurisdictions.""",fetched-and-read,"[""court-site-crawl"", ""uscourts-search""]",,permitted,not-required,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
mo-17th-circuit-2026-local-ai-rules,Missouri 17th Judicial Circuit Local Rules on Artificial Intelligence,local-rule,state-trial,Missouri 17th Judicial Circuit Court,,Missouri,,,,,,unknown,generative-ai,"[""all-filers""]","[""all""]",,"[""Official courts.mo.gov PDF link was identified but blocked automated retrieval with HTTP 403."", ""No obligations were coded because the primary rule PDF was not retrieved.""]","The crawl identified the Missouri 17th Judicial Circuit local-rules PDF as containing AI provisions, but courts.mo.gov blocked automated retrieval with an HTTP 403 anti-scraping page. This row is therefore link-only and preserves the primary source for a human reviewer without coding obligations from secondary summaries.",https://www.courts.mo.gov/file.jsp?id=51228,state-court-site,[],,2026-09-06,,,link-only,"[""court-site-crawl""]",Needs human retrieval because Missouri Courts blocked scraping access.,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
moed-court-ai-notice-responsibility,Artificial Intelligence Notice to Attorneys and Self-Represented Parties,notice,federal-district,U.S. District Court for the Eastern District of Missouri,moed,Missouri,,,,,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""civil""]",,"[""Court website notice states filers acknowledge responsibility for all filed content."", ""The responsibility includes any portion generated with artificial intelligence."", ""The notice cites Federal Rule of Civil Procedure 11(b).""]","The Eastern District of Missouri’s Artificial Intelligence attorney page is a concise notice. It does not require disclosure or certification, but it states that attorneys and self-represented parties presenting any pleading, written motion, or paper remain responsible for its contents, including AI-generated portions, under Rule 11(b).",https://www.moed.uscourts.gov/attorneys/artificial-intelligence,court-website,[],,2026-09-06,a6698706cd1c4c0b5176f48198523270a9228214a9b3181444e820edf06f290d,"""self-represented parties and attorneys acknowledge they will be held responsible for its contents, including any portion generated with artificial intelligence""",fetched-and-read,"[""court-site-crawl""]",,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,True
